AU,HospitalName,CircuitType,OOBPhone,OrderGroup,CircuitID,CircuitIDLEC,IPCSR,RouterPort,PrimaryIPAddress,SecondaryIPAddress,Notes
837,VCA Wickaboag Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.55.192.1,,FL 1 @ VZ TERM 1/2 RJ48C W/NIU
838,VCA Atwood Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Cox 15M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.55.194.1,,1ST FLR TELCO CLOSET RJ48C MNT 1 POS 1 OF 2 NOT EXT
839,VCA University Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 50M/5M, Secondary AT&T DSL 25M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.55.196.1
Voice VLAN 400 - 10.55.197.0/24",,"NEC SIP
Voice VLAN 400 - 10.55.197.0/24
2ND FLOOR TELCO BACKBOARD CABINET 1 SLOT 1"
842,VCA Firehouse Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary CenturyLink DSL 20M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.55.202.1,,"South Outside wall inside term Cab 1 Slot 1/4
INSIDE SOUTH WALL TEA, CAB 1, SLOT 2 OF 4"
843,VCA Orchard Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M, Secondary GTT DSL 8M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.55.204.1
Voice VLAN 400 - 10.55.205.0/24",,"Voice VLAN 400 - 10.55.205.0/24
MN IT- 1ST FLR - CAB 1 - SLOT 2 OF 2
1ST FLR IT CAB 1 SLOT 1 OF 2"
844,VCA Park Hill Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M, Secondary GTT DSL 10M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.55.206.1,,"1ST FLR MN TELCO MNT 1 SLOT 1 OF 2
1ST FLR IT/ROOM B CAB#1 SLOT 2 OF 2"
845,VCA Dakota Ridge Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (2PiFi 20M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620098746)",,Velocloud / Pomeroy,,,,,10.55.208.1,,"MAIN IT INSIDE 1ST FLOOR, CAB 1, SLOT 2/2, MN IT - 1ST FLR - CAB 2- SLOT 2/2"
846,VCA Littleton Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 75M/15M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620092366)",,Velocloud / Pomeroy,,,10.2.2.82,,10.55.210.1,,MN ELEC RM EAST END OF BLDG CAB#1 SLOT 2 OF 4
847,VCA Thornton Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 75M/15M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - MPLS 2xT1 3M)",,Velocloud,"Old - DHEC.574514.801.ATI.., .DHEC.574514.802.ATI",Old - 24HCGS736155MS,Old - 12.85.10.34,Fa0/1,10.55.212.1,,1ST FLR IT CAB#1 POS 2 OF 4
848,VCA Bay Area Veterinary Specialists & Emergency Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M primary, Uverse 75M/6M secondary) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"Data VLAN 400 - 10.55.214.1
Wireless VLAN 500 - 10.3.114.0/24",,"SHF2/SLOT1/RJ48C#1 AT 1.1 MPOE, SHF2/SLOT2/RJ48C#2 AT 1.1 MPOE"
849,VCA Lawrence Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.55.216.1
Voice VLAN 400 - 10.55.217.0/24",,Aruba Network
850,VCA Palo Alto Animal Hospital (Was VCA Stanford before 4/2013),"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620090091)",,Velocloud / Pomeroy,,,,,10.55.218.1,,1.1-MPOE SHELF 1X1
851,VCA Bascom Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.55.220.1,,NIU IN MPOE 0.1/SHELF 1/SLOT 2/PORT 2 /LABEL/TAGG S/
852,VCA All About Pets Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089859)",(Old - 510-475-1449),Velocloud / Pomeroy,,,,Fa0/0,10.55.222.1,,Hall Closet - DUAL MOUNT 1A MPOE
853,VCA Valley Animal Medical Center & Emergency Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Time Warner 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Call 866-364-4357 Customer# 274441 / Site ID H0620091631)",,Velocloud / Pomeroy,,,,,"10.55.224.1
Voice VLAN 400 - 10.55.225.0/24",,Aruba Network
854,VCA Yucca Valley Animal Hospital,"Configure/VeloCloud SD-WAN (2PiFi 10M, Secondary Frontier DSL 90M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 2PiFi - 866-364-4357, Customer# 274441 / Site ID H0620092363)
(Old - MPLS 2xT1 3M)",760-365-3300,Velocloud / Pomeroy,"(Old - DHEC.625890.801, DHEC.625890.802)",(old - 81HCGS948475GTEW),(Old - 12.84.117.182),,10.55.226.1,,
855,VCA All Creatures Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Time Warner 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.55.228.1,,"TELCO RM, NIU SLOT 1 OF 4, NOT EXT."
856 Closed,VCA Animal Medical Hospital - Closed,Legacy Internet - Closed,,999,,,,,,,
857,VCA 29 Palms Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620092138)",,Velocloud / Pomeroy,,,,,10.55.232.1,,
858 Closed,VCA Eldorado Animal Hospital,Closed,,999,,,,,,,
859 Closed,VCA California Animal Hospital Veterinary Specialty Group - Closed / Merged into New AU101,VCA VPN Site-Site (Megapath T1) - Closed,,999,,,,,,,
860,VCA Brentwood Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620092167)",,Velocloud / Pomeroy,,,,,10.55.238.1,,"R/O BLDG. N/T ELECTRICAL BOX, LCON TANIA PROVIDED ACCESS,SLOT #ÿÿ 1 OF 2 SLOT OUTDOOR TYPE.RJ48C"
861,VCA Adler Animal Hospital and Pet Resort,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620089048)",,Velocloud / Pomeroy,,,,,10.10.18.1,,
862 Closed,VCA Veterinary Surgery and Neurology Specialists - Closed,Legacy Internet - Closed,,999,,,,,,,
863,VCA California Oaks Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Verizon FiOS 25M/25M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.55.244.1
Voice VLAN 400 - 10.55.245.0/24",,"NEC SIP
Voice VLAN 400 - 10.55.245.0/24
(H2 LOCATED IN TERM/ELECTRICAL ROOM IN NIU MOUNTED  TO BACKBOARD NEXT TO TERN IN SLOT 1)"
864,VCA Bradshaw Animal Hospital,"Configure/VeloCloud SD-WAN (Consolidated Cable 50M/50M, Secondary 2PiFi Fixed Wireless 10M, Tertiary Frontier DSL 6M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620100334)",,Velocloud / Pomeroy,,,,Fa0/0,"10.55.246.1
Voice VLAN 400 10.55.247.0/24",,"No 4G Service
LOCATED IN MAIN COMPUTER ROOM. NOT EXTENDED HOUSING 1 SLT B RJ48C 48C both Tagged with IDs
Demarc: Terminal Room Inside Building, Term Rm, Housing # 2 Slot A, RJ48C, Tag LEC, Not EXT, Extended Wire: Yes, Jack Type: 48C, 
DMARC Labeled AT&T (Yes or No): Yes, DMARC Labeled LEC (Yes or No): Yes
HOUSING 1 SLOT A"
865 Closed,VCA Bradshaw Large Animal Hospital - Closed,Closed - Was VPN (MegaPath T1),,999,,,,,,,
866,VCA Yuba Sutter Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - MPLS T1 1.5)",,Velocloud,Old - DHEC.443162..ATI,Old - 18HCGS556498PT,Old - 12.84.226.142,,10.55.250.1,,"Network rack in Manager Office - BLTIN RJ48C #Circuit1,SLOT#1 IN A 2 SLOT O/S MT O/S BUILDING"
867,VCA Bonita Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Cox 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - MPLS T1)",619-621-2629,Velocloud,Old - DHEC.554140..ATI,Old - 19HCGS602543PT,Old - 12.115.47.206,,"10.55.252.1
Voice VLAN 400 10.55.253.0/24",,Aruba Network
868,VCA Animal Specialty Group,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M20M, Secondary AT&T ADI 1G) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - MPLS 100M) --  ePlus provides Internet support, call 1-866-758-7662 or email msc@eplus.com",,Velocloud,Old - IUEC.678434..ATI,Old - 19KQGN534007PT,"New VC - 10.2.3.21
Old - 12.113.197.94/30",,"10.55.254.1
Voice VLAN - 10.55.255.254",,"NEC SIP
DEMARC at PREM: 1ST FLR MPOE-RM WALLMNT PORT-2 GOING PANEL 1X2
Old - MPOE SH1 SLOT A - TAGGED AT CCB1POS1"
869 Closed,VCA San Carlos Animal Hospital,Closed,,999,,,,,,,
870 Closed,VCA Scripps Ranch Animal Hospital - Closed,MPLS T1 1.5 - Closed,,999,DHEC.932176..ATI,,,Fa0/0,10.56.2.1,,
871 - Closed 12/18/2020,VCA San Francisco Veterinary Specialists - Hospital Closed 12/18/2020,"Hospital Closed - Configure/VeloCloud SD-WAN w/4G Backup with Redundant VC 540s (Comcast 150M/20M, Secondary AT&T 100M)",,999,Old - MLEC.656374..ATI,(Old - 86KQGN578848PT),"10.2.3.44
(Old - 12.115.31.38)",,"Data VLAN 200 - 10.56.4.1
H0871-Mgmt VLAN 180 10.56.5.0/26
H0871-VSAN VLAN 181 10.56.5.64/27
H0871-vMotion VLAN 183 10.56.5.112/28
H0871-Server VLAN 184 10.56.5.128/27
Voice VLAN 400 - 10.3.136.0/24",,"Redundant VC 540s
Multi-VLAN / VSAN
Voice VLAN 400 - 10.3.136.0/24 
MPOE 1.1  WALL MOUNTED HANDOFF (Old - SHELF 3, SLOT 3 @ ELEC SHELF 3, SLOT 4 @ ELEC ROOM-600)"
872,VCA Catoosa Animal Hospital,Configure/VeloCloud SD-WAN w/4G (RTC 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.6.1,,1ST FL TELCO CLST/SINGLE/RJ48C/NOT EX
873,VCA Southwick Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.8.1,,BASEMENT AT TELCO WALL-RJ48C POS #1 (OF 4).NOT EXTENDED
874 Closed,VCA Benbrook Animal Hospital - Closed,Legacy Internet,,999,,,,,,,
875,VCA Westside Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.12.1,,Dr Hartley's Office / MPOE SERVER ROOM CAB 1 SLOT 1 JACK 1
876,VCA Carrollton Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Charter 60M/4M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.14.1,,1ST FLR TELCO RM MM1 SLT1 FJ48C TAGGED
877,VCA Welborn Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Time Warner 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.16.1,,BASEMENT TELCO RM CAB 1 SLOT
878,VCA Alexandria Animal Hospital,Configure/VeloCloud SD-WAN w/4G  with VC 540 (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,10.2.1.208,,10.56.18.1,"Old - 10.3.218.0 /24 
(NAT - 192.168.100.0/24)","Multi-VLAN / VSAN
VC/Internet in Basement, Switches in Server Room
Camera/Security System is using Internet-only port on VC GE3 
(NAT no longer in use)"
879,VCA Love Field Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Time Warner 50M/5M, Secondary AT&T DSL 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",214-351-5624,Velocloud,,,,,10.56.20.1,,Hospital Manager's Office - 1ST FLOOR TELCO BACKBOARD CABINET 1 SLOT 1
880,VCA Northview Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620088738)",,Velocloud / Pomeroy,,,,,"10.56.22.1
VLAN 1 - 10.56.22.0/24
VLAN 180 - 10.56.23.0/26
VLAN 181 - 10.56.23.64/27
VLAN 182 - 10.56.23.96/28
VLAN 183 - 10.56.23.112/28
VLAN 184 - 10.56.23.128/27
Voice VLAN 400: 10.3.22.0/24",,VSAN
881 Closed,VCA Northview Veterinary Specialty Services - Closed,Legacy Internet,,999,,,,,,,
882,VCA Riverside Veterinary Hospital,"Configure/VeloCloud SD-WAN (Comcast 50M/10M, Backup Fairpoint DSL 10M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.56.26.1,,"NEC SIP
(BASEMENT TERM RM, POS 1 OF 2 slot 3)"
883 closed,,Closed,,999,,,,,,,
884,VCA Woodland Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620098751)",,Velocloud,,,,,10.56.30.1,,"1ST FLOOR TELCO, SHELF 1, SLOT 1SLOT 1"
885,VCA Buckhead Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 25M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.56.32.1,,MM 1 SLOT 2 1ST FLOOR UTILITY ROOM
886,VCA Angel Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Spectrum 100M/10M, Secondary Frontier FIOS 75M/75M / GTT DSL 6M/768K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.56.34.1
Voice VLAN 400 - 10.56.35.0/24",,"2ND FLR MAIN TELCO RM, SH 1, 2 OF 4, RJ48C NOT TAGGED 2ND FLR MAIN TELCO RM, SH 1 , 1 OF 4, RJ48C NOT TAGGED"
887,VCA Peachtree Animal Hospita,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.36.1,,FLR 1 TELCO RM MM1 SLOT 2
888,VCA Iselin Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.38.1,,FLR 1 MN TELCO AREA IN HALLWAY SHF 1 POS 1
889,VCA TLC Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Spectrum 300M/20M, Secondary AT&T IPFlex BVoIP 50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620089249)",,Velocloud,,,,,"10.56.40.1
Voice VLAN 400 - 10.56.41.0/24",,"Aruba Network
Voice VLAN 400 - 10.56.41.0/24"
890,VCA Los Angeles Veterinary Specialists,Internet Shared with AU889,,Velocloud,,,,,,,
891 Closed,,,,999,,,,,,,
"892 - Merged with AU1011, now known as AU892 VCA York Royalton",VCA York Royalton Animal Hospital (New name 3/15/2016) - VCA Royalton Road - 2/9/16 Hospital Closed / Merged into AU1011 York Road,Configure/VeloCloud SD-WAN w/4G Backup (Time Warner 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"New AU892 - 10.57.28.1
Old AU892 - 10.56.46.1",,CAB1 JK1 /4 TAGGED BOTH IDS METER RM FRONT
893,Katonah Bedford Veterinary Center,"Configure/VeloCloud SD-WAN (Optimum Cable 250M/50M & Optimum Cable 50M/25M Backup, 4G not available) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.3.148.1
Vlan 400 - H0893-LAN 10.56.48.0/24  GW=10.56.48.1
Vlan 180 - H0893-Mgmt 10.56.49.0/26  GW=10.56.49.1
Vlan 181 - H0893-VSAN 10.56.49.64/27  GW=10.56.49.65
Vlan 183 - H0893-vMotion 10.56.49.112/28  GW=10.56.49.113
Vlan 184 - H0893-Server 10.56.49.128/27  GW=10.56.49.129",10.56.48.1,"Vlan 400 - H0893-LAN 10.56.48.0/24  GW=10.56.48.1
Vlan 180 - H0893-Mgmt 10.56.49.0/26  GW=10.56.49.1
Vlan 181 - H0893-VSAN 10.56.49.64/27  GW=10.56.49.65
Vlan 183 - H0893-vMotion 10.56.49.112/28  GW=10.56.49.113
Vlan 184 - H0893-Server 10.56.49.128/27  GW=10.56.49.129"
894,Veterinary Referral & Emergency Center of Westbury,"Configure/VeloCloud SD-WAN w/4G (Optimum Cable 101M/15M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620092331)",,Velocloud / Pomeroy,,,,,"10.56.50.1
Vlan 1 ? H0894-LAN 10.56.50.0/24  GW=10.56.50.1
Vlan 180 - H0894-Mgmt 10.56.51.0/26  GW=10.56.51.1
Vlan 181 - H0894-VSAN 10.56.51.64/27  GW=10.56.51.65
Vlan 183 ? H0894-vMotion 10.56.51.112/28  GW=10.56.51.113
Vlan 184 ? H0894-Server 10.56.51.128/27  GW=10.56.51.129",10.3.51.1,"Vlan 1 ? H0894-LAN 10.56.50.0/24  GW=10.56.50.1
Vlan 180 - H0894-Mgmt 10.56.51.0/26  GW=10.56.51.1
Vlan 181 - H0894-VSAN 10.56.51.64/27  GW=10.56.51.65
Vlan 183 ? H0894-vMotion 10.56.51.112/28  GW=10.56.51.113
Vlan 184 ? H0894-Server 10.56.51.128/27  GW=10.56.51.129"
895 Closed,VCA Avon Emergency Animal Hospital - Closed,Was - VCA VPN Site-Site (Comcast Cable and AT&T DSL),,999,,,,,10.3.52.1,10.56.52.1,
896,VCA SouthPaws Veterinary Specialists & Emergency,"Configure/VeloCloud SD-WAN with Redundant VC 540s w/4G (Cox 300M/30M, Secondary AT&T ADI 50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.56.54.1
Vlan1 - 10.78.0.1
Vlan180 - 10.56.55.1
Vlan182 - 10.56.55.97
Vlan183 - 10.56.55.113
Vlan184 - 10.56.55.129
Data Vlan400 - 10.56.54.1
Voice VLAN 10.3.224.0/24 VLAN 500",,"Redundant VC 540s 
Voice VLAN 500 - 10.3.224.0/24"
897 - Sold to BluePearl 11/30/2020,"VCA Animal Specialty Center of South Carolina  - Sold to BluePearl 11/30/2020, now  BluePearl Pet Hospital Columbia","Configure/VeloCloud SD-WAN w/4G (Uverse 45M/6M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.3.56.1,10.56.56.1,
898,VCA Stoney Creek Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary BellSouth DSL 6M/512K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620090096)",,Velocloud,,,,,10.56.58.1,,
899,VCA Arboretum View Animal Hospital,"Configure/VeloCloud SD-WAN w/4G with redundant VC 540s (Comcast 250M/25M, Secondary IPFlex 250M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620088734 and Old - MPLS T1 for NEC SV8100/Voice Call Center only)",630-963-1496,Velocloud,Old - DHEC.852909..ATI,Old - HCGS644515LB,Old - 12.115.94.210,Fa0/0 and Fa0/1,"10.56.60.1
Voice VLAN-MPLS - 10.56.60.0/24
VLAN 400 - 10.56.61.0/24
VLAN 180 - 10.3.21.0.26
VLAN 181 - 10.3.21.64/27
VLAN 182 - 10.3.21.96/28
VLAN 183 - 10.3.21.112/28
VLAN 184 - 10.3.21.128/27",10.3.61.0 /24,BSE NETPOP CAB 1 SLOT 2
900,VCA Great Lakes Veterinary Specialists,"Configure/VeloCloud SD-WAN with Redundant VC 540s w/4G (Spectrum 300M/20M, Secondary AT&T BVoIP 250M, AT&T DSL 25M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620088609)",,Velocloud,,,,,"10.56.62.1
VLAN 180 - 10.56.63.0/26
VLAN 182 - 10.56.63.96/28
VLAN 183 - 10.56.63.112/28
VLAN 184 - 10.56.63.128/27
VLAN 400 - 10.3.27.0/24",,"NEC IP Phones
Redundant VC 540"
901 Closed,,,,999,,,,,,,
902 Closed,,,,999,,,,,,,
903,VCA Cairo,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.56.68.1
Voice VLAN 400 - 10.56.69.0/24",,"NEC SIP
Voice VLAN 400 - 10.56.69.0/24
NETPOP IN FL-1 ELECTRICAL RM CAB-1 SLOT 2 OF 4"
904,VCA Pacific Petcare Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (AT&T Fiber 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089890)",,Velocloud / Pomeroy,,,,,"10.56.70.1
Voice VLAN 400 10.56.71.0/24",,Aruba Network
905,VCA Kickingbird Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Cox 15M/3M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.56.72.1,,1ST FLR TELCO RM MM#1 SLOT#1
906,VCA Kickingbird Animal Supply Center,Legacy Internet,,,,,,,,,
907 Closed,,,,999,,,,,,,
908,VCA New Kent Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Cox 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620089248)",,Velocloud,,,,,10.56.78.1,,
909,VCA Sugar Grove Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089728)",,Velocloud / Pomeroy,,,,,"10.56.80.1
Voice VLAN 400: 10.56.81.0/24",,Aruba Switches
910,VCA Findlay Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089724)",,Velocloud / Pomeroy,,,,,10.56.82.1,,
911,VCA Findlay Animal Care Center,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M, Secondary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620089725)",,Velocloud,,,,,"10.56.84.1
Voice VLAN 400 - 10.56.85.0/24",,"NEC SIP
Voice VLAN 400 - 10.56.85.0/24"
912 Closed,VCA Mission Animal Referral and Emergency Center - Hospital sold 10/2017,"CLOSED - Pomeroy VPN w/4G Backup (Time Warner 35M/5M), For support Call 866-364-4357 Customer# 274441 / Site ID H0620089198
(Old - Legacy Internet still operational until WW)",,999,,,,,10.56.86.1,,
913 Closed,,,,999,,,,,,,
914,VCA Appalachian Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (ETC 50M/5M, Secondary ETC DSL 6M/512K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620089899)",,Velocloud / Pomeroy,,,,,10.56.90.1,,
915,VCA Maple Shade Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old Pomeroy Site ID H0620089252)",,Velocloud,,,,,10.56.92.1,,Aruba Network
916,VCA Charles Towne Animal Hospital,Configure/VeloCloud SD-WAN (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.94.1,,"No 4G Service
1ST FLR PHONE CLOSET, MM4 SLOT 2; NOT EXTND; TGD BOTH IDS"
917 Closed,VCA Tender Care - Closed / Merged with AU1074   6/28/2019,"Hospital Closed - Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary GTT DSL 10M/2M)",,999,,,,,10.56.96.1,,
918 Closed,,,,999,,,,,,,
919 Closed,,,,999,,,,,,,
920,VCA Waipahu Animal Hospital,Configure/VeloCloud SD-WAN w/4G Backup (Time Warner/Oceanic 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.102.1  VLAN 500,,"1ST FL TELCO RM, SHF 1, POS 1 OF 4, RJ48C, TAGD"
921,VCA Kapolei Animal Hosptial,"Configure/VeloCloud SD-WAN w/4G Backup (Time Warner/Oceanic 50M/5M, Secondary Hawaiian Telecom DSL 11M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.56.104.1,,"CKL 0002; BACK OFF BACK BOARD NEAR PBX, SHF 1 POS 2 OF 4 POS HOUSING, TAGGED, NOT EXT'D, RJ48C"
922 Closed,VCA Mililani Animal Hospital - Closed,MPLS T1 1.5 - Closed,808-623-2815,999,DHEC.950872..ATI,82HCGS110406HAWT,12.115.61.6,Fa0/1,10.56.106.1,10.3.164.1,"1ST FL TELCO RM, SHF 1, POS 1 OF 4, RJ48C, TAGD"
923 Closed,VCA Peachtree Maryland - Closed 11/3/2019,Hospital Closed - Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M)(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089250),,999,,,,,10.56.108.1,,
