"HOSPITAL
NUMBER",OPERATING NAME,SHORT NAME,ADDRESS,CITY,"ST/
PROV","POSTAL
CODE",COUNTRY,PHONE,FAX,BACKLINE,HM,MD,REG,"REGION
GROUP",COMPANY
601,VCA Kent Animal Hospital,Kent,10834 SE Kent-Kangley Road,Kent,WA,98030,USA,1-253-852-8460,1-253-854-5627,,Kristen Gentry,,NW06,NWH,US Hospitals
603,VCA West Seattle Veterinary Hospital,West Seattle,5261 California Ave SW,Seattle,WA,98136,USA,1-206-923-3551,1-206-923-1919,,Carolyn Adan,,NW05,NWH,US Hospitals
605,VCA Bellevue Veterinary Hospital,Bellevue,13655 NE 8th Street,Bellevue,WA,98005,USA,1-425-747-1770,1-425-957-1215,,Ellen Gibbs,David Jones,NW01,NWH,US Hospitals
607,VCA Redmond Animal Hospital,Redmond,17980 NE Union Hill Road,Redmond,WA,98052,USA,1-425-885-1476,1-425-869-9682,,Jennifer Beach,,NW01,NWH,US Hospitals
608,VCA Rose Hill Animal Hospital,Rose Hill,13006 NE 85th Street,Kirkland,WA,98033,USA,1-425-803-5050,1-425-822-4509,,Lydia Peterson,Laurie Kallenborn,NW01,NWH,US Hospitals
609,VCA Snohomish Animal Hospital,Snohomish,1109 13th Street,Snohomish,WA,98290,USA,1-360-568-4141,1-360-568-2246,,Jolene Mercier,Laurie Martinson,NW01,NWH,US Hospitals
610,VCA Sno-Wood Animal Hospital,Sno-Wood,17954 Woodinville-Snohomish Rd.,Woodinville,WA,98072,USA,1-425-483-5834,1-425-485-7262,,Katherine Robbins,Shannon Matlock,NW01,NWH,US Hospitals
611,VCA Central Kitsap Animal Hospital,Central Kitsap,"2238 NW Bucklin Hill Rd., Ste 100",Silverdale,WA,98383,USA,1-360-692-6162,1-360-698-2456,,Cristin Luebben,Suzanne Cook Olson,NW05,NWH,US Hospitals
612,VCA Olympic Animal Hospital,Olympic,3422 NW Byron Street,Silverdale,WA,98383,USA,1-360-692-0919,1-360-698-1368,,Harmony Neubauer,Robert Dammeyer,NW05,NWH,US Hospitals
613,VCA Parkway Animal Hospital,Parkway,14107 Pacific Avenue,Tacoma,WA,98444,USA,1-253-531-0454,1-253-537-5368,,Denise Madore,,NW06,NWH,US Hospitals
614,VCA Tanglewilde Animal Hospital,Tanglewilde,7447 Martin Way East,Olympia,WA,98516,USA,1-360-491-4691,1-360-491-2346,,Roxie Mccarter,Melissa Horton,NW06,NWH,US Hospitals
615,VCA Ben White Animal Hospital,Ben White,2417 W. Ben White Blvd,Austin,TX,78704,USA,1-512-444-7518,1-512-444-7541,,Sharon Hicks,Erica Garza,MSW04,MSW,US Hospitals
616,VCA Animal Emergency Hospital Southeast,Animal Emergency SE,10331 Gulf Freeway,Houston,TX,77034,USA,1-713-941-8460,1-713-941-8523,,Misty Hudspeth,Gary Klein,MSW03,MSW,US Hospitals
617,VCA Animal Emergency Hospital Southeast Calder Road,Animal Emergency SE Calder,"1108 Gulf Freeway South, Suite 280",League City,TX,77573,USA,1-281-332-1678,1-281-332-7999,,Lisa Geronimo,,MSW03,MSW,US Hospitals
619,VCA Animal Medical Center of Pasadena,Pasadena,5018A Fairmont Parkway,Pasadena,TX,77505,USA,1-281-487-8233,1-281-487-4896,,Leslie Wilkerson,Tony Meyer,MSW03,MSW,US Hospitals
620,VCA Ashford Animal Hospital,Ashford,12633 Whittington,Houston,TX,77077,USA,1-281-497-3917,1-281-497-8039,,Daphne Brown,Sally Slomer,MSW03,MSW,US Hospitals
621,VCA Kingwood Animal Hospital,Kingwood,2526 Green Oak Drive,Kingwood,TX,77339,USA,1-281-358-3146,1-281-358-2653,,Tanya Whichard,Bennie Zacek,MSW03,MSW,US Hospitals
622,VCA Southwest Freeway Animal Hospital,Southwest Freeway,15575 SW Freeway,Sugar Land,TX,77478,USA,1-281-491-8387,1-281-491-2287,,Kim Figenshaw,Michael Roberson,MSW03,MSW,US Hospitals
623,VCA Telge Road Animal Hospital,Telge Road,11430 Telge Road,Cypress,TX,77429,USA,1-281-955-9797,1-281-955-5059,,Tammy Lester,Ricardo Battistini,MSW03,MSW,US Hospitals
624,VCA Tomball Veterinary Hospital,Tomball,28800 Tomball Pkwy,Tomball,TX,77375,USA,1-281-351-5441,1-281-255-6927,,Ashley Spaugh,Kelli Filip,MSW03,MSW,US Hospitals
626,VCA Mercedes Place Animal Hospital,Mercedes Place,9006 Benbrook Blvd.,Benbrook,TX,76126,USA,1-817-249-1986,1-817-249-2880,,Cathy Haynes,James Hoglund,SW01,SW,US Hospitals
627,VCA Saginaw Animal Hospital,Saginaw,817 North Saginaw Boulevard,Saginaw,TX,76179,USA,1-817-232-8193,1-817-232-4663,,Megan Helms,Matthew Lane,SW01,SW,US Hospitals
628,VCA Veterinary Hospital of Leon Springs,Leon Springs,19633 IH 10 West,San Antonio,TX,78257,USA,1-210-698-1043,1-210-698-0872,,Cathy Bailey,Mary Wick,MSW04,MSW,US Hospitals
629,VCA Henderson Pass Animal Hospital,Henderson Pass,2558 Thousand Oaks Dr.,San Antonio,TX,78232,USA,1-210-496-5801,1-210-496-0729,,Denise Weeks,David O'Brien,MSW04,MSW,US Hospitals
630,VCA Oso Creek Animal Hospital and Emergency Center,Oso Creek,7721 South Staples Street,Corpus Christi,TX,78413,USA,1-361-994-1145,1-361-994-0178,,Brigitte Tarpley,Scott Vaughan,MSW03,MSW,US Hospitals
631,VCA Victoria Animal Hospital,Victoria,2706 Sam Houston Drive,Victoria,TX,77904,USA,1-361-573-3200,1-361-573-3495,,Clem Cantu,Randall Froehlich,MSW03,MSW,US Hospitals
632,VCA Veterinary Medical Center,Vet Medical/OK,3129 S Winston Ave,Tulsa,OK,74135,USA,1-918-743-6644,1-918-743-1020,,Ann Mills,Kenneth Coldwell,SW07,SW,US Hospitals
633,VCA McCormick Ranch Animal Hospital and Pet Care Center,McCormick Ranch,10380 North Hayden Road,Scottsdale,AZ,85258,USA,1-480-948-3873,1-480-948-4601,,Martha Hurtado,Sundi Ashenfelter,SW02,SW,US Hospitals
634,VCA Animal Referral and Emergency Center of Arizona,Animal Referral,1648 North Country Club Drive,Mesa,AZ,85201,USA,1-480-898-0001,1-480-898-3111,,Katherine Vasquez,Christopher Monarski,SCS04,SC,US Hospitals
635,VCA Apache Junction Animal Hospital,Apache Junction,17 North Mountain Road,Apache Junction,AZ,85120,USA,1-480-984-2114,1-480-984-0696,,Lynne Zientara-Danielson,Eva-maria Decozio,SW02,SW,US Hospitals
636,VCA Mesa Animal Hospital,Mesa/AZ,858 North Country Club Drive,Mesa,AZ,85201,USA,1-480-833-7330,1-480-833-0124,,Leslie Perez,Kelly Moffat,SW02,SW,US Hospitals
637,VCA Paradise Valley Emergency Animal Hospital,Paradise Valley,"6969 East Shea Boulevard, Suite 150",Scottsdale,AZ,85254,USA,1-480-991-1845,1-480-998-8941,1-480-991-1849,Polaris Nevares,Carlton Huitt,SW02,SW,US Hospitals
638,VCA Phoenix West Animal Hospital,Phoenix West,6530 West Indian School Road,Phoenix,AZ,85033,USA,1-623-846-5965,1-623-846-1171,,Sophia Harris,Marian Ansems,SW02,SW,US Hospitals
639,VCA Tri City Animal Hospital and Acacia Cat Hospital,Tri City,"1845 E Broadway Rd, Ste 102",Tempe,AZ,85282,USA,1-480-968-9236,1-480-967-1094,,Jennifer Vess,Ellen Lucey,SW02,SW,US Hospitals
640,VCA Thumb Butte Animal Hospital,Thumb Butte,1441 West Gurley Street,Prescott,AZ,86305,USA,1-928-445-2331,1-928-778-6129,,Sheila Theis,Larry Zahorecz,SW02,SW,US Hospitals
641,VCA Northwood Animal Hospital,Northwood,3255 North State Road 9,Anderson,IN,46012,USA,1-765-649-5218,1-765-649-5220,,Christal Hughes,Jarvon Tobias,C02,CE,US Hospitals
643,VCA Central Expressway Animal Hospital,Central Expressway,11680 Forest Central Drive,Dallas,TX,75243,USA,1-214-341-3322,1-214-221-6895,1-214-221-6858,Aimee Oalmann,Troy Cobb,SW01,SW,US Hospitals
647,VCA Mill Run Animal Hospital,Mill Run,3660 Ridge Mill Drive,Hilliard,OH,43026,USA,1-614-529-2222,1-614-529-2217,1-614-529-2220,Angela Hawkins,Richard Beckett,C07,CE,US Hospitals
648,VCA Sawmill Animal Hospital,Sawmill,6868 Caine Road,Columbus,OH,43235,USA,1-614-766-2222,1-614-766-2470,1-614-766-2324,Darcy Skaggs,,C07,CE,US Hospitals
649,VCA Montgomery Road Animal Hospital,Montgomery Road,207 Montgomery Road,Westfield,MA,01085,USA,1-413-568-1745,1-413-562-4938,,Adam Ransom,,NE02,NE,US Hospitals
650,VCA Shadeland Animal Hospital,Shadeland,4445 N. Shadeland Ave,Indianapolis,IN,46226,USA,1-317-547-9697,1-317-547-1070,,Renee Erwin,,C02,CE,US Hospitals
651,VCA Cedar Animal Hospital,Cedar,3604 Cedar Avenue South,Minneapolis,MN,55407,USA,1-612-721-7431,1-612-721-0069,1-612-721-3691,Robert Koehle,Courtney Blake,C03,CE,US Hospitals
653,VCA Holly Street Animal Hospital,Holly Street,501 Laurel Street,San Carlos,CA,94070,USA,1-650-631-7400,1-650-591-1202,1-650-631-2929,Devona Browne,James Bower,NC01,NC,US Hospitals
655,VCA Desert Animal Hospital,Desert/CA,4299 E. Ramon Road,Palm Springs,CA,92264,USA,1-760-778-9999,1-760-778-9979,1-760-778-9970,Raymond Mestas,Willard Kunz,SC05,SC,US Hospitals
657,VCA Clackamas Animal Hospital,Clackamas,16317 SE 82nd Drive,Clackamas,OR,97015,USA,1-503-657-9225,1-503-657-9781,1-503-650-1559,Lori Fleury,Mary Reynolds,NW04,NWH,US Hospitals
658,VCA West Linn Animal Hospital,West Linn,19343 Willamette Drive,West Linn,OR,97068,USA,1-503-635-3115,1-503-635-3542,1-503-635-3449,Holly Baird,Laura Erbach,NW04,NWH,US Hospitals
660,VCA Sand Lake Animal Hospital,Sand Lake,1480 Sand Lake Road,Onalaska,WI,54650,USA,1-608-783-5449,1-608-783-0778,1-608-783-7606,Kylee Rostvold,Jacob Hansen,C03,CE,US Hospitals
661,VCA Briarcliff Animal Hospital,Briarcliff,3901 Southside Blvd.,Jacksonville,FL,32216,USA,1-904-641-5522,1-904-641-6344,1-904-641-5595,Vanessa Caballero,Jennifer Long,SE07,SE,US Hospitals
662,VCA Owasso Animal Medical Center,Owasso,8811 N. Owasso Expy.,Owasso,OK,74055,USA,1-918-272-5986,1-918-272-3492,1-918-272-1011,Shelby Groves,Tembra Gatlin,SW07,SW,US Hospitals
663,VCA Everett Animal Hospital,Everett,251 Chelsea Street,Everett,MA,02149,USA,1-617-394-0471,1-617-381-1635,,Nadia Choudhry,Shannon Lightbody,NE01,NE,US Hospitals
664,VCA All Caring Animal Hospital,All Caring,440 Stockbridge Road,Great Barrington,MA,01230,USA,1-413-528-8020,1-413-528-2449,1-413-644-9711,Mary Jean Dorn,Barbara Phillips,NE02,NE,US Hospitals
665,VCA Jackson Animal Hospital,Jackson,902 East Jackson,Medford,OR,97504,USA,1-541-779-4893,1-541-773-7714,1-541-770-5899,Danielle Mccabe,David Harder,NW01,NWH,US Hospitals
667,VCA Hualapai Animal Hospital,Hualapai,1165 S. Hualapai Way,Las Vegas,NV,89117,USA,1-702-242-1333,1-702-294-1340,1-702-247-1334,Megan Johnson,Jennifer Saponas,MSW02,MSW,US Hospitals
670,VCA Victor Valley Animal Hospital,Victor Valley,11696 Hesperia Road,Hesperia,CA,92345,USA,1-760-244-8022,1-760-244-0741,1-760-244-6419,Ann Clark,Ronald Boyd,SC06,SC,US Hospitals
672,VCA Salem Animal Hospital,Salem,4053 Commercial Street SE,Salem,OR,97302,USA,1-503-581-1438,1-503-581-5477,1-503-485-5320,Erin Heimerdinger,Seth Thomas,NW04,NWH,US Hospitals
673,VCA 12-Mile Animal Hospital,12-Mile,21920 SE Stark Street,Gresham,OR,97030,USA,1-503-665-1109,1-503-666-3664,1-503-665-8448,Kalie Houk,Diane Demarest,NW04,NWH,US Hospitals
674,VCA Miracle Mile Animal Hospital,Miracle Mile,2045 Collier Ave,Fort Myers,FL,33901,USA,1-239-936-0177,1-239-936-8020,1-239-936-4500,Shelly Crouch,Stacey Bradley,SE04,SE,US Hospitals
676,VCA Causeway Animal Hospital,Causeway,1315 N. Causeway Boulevard,Metairie,LA,70001,USA,1-504-828-2700,1-504-828-9210,,Mary Alice Shannon,Anissa Spraul,MSW03,MSW,US Hospitals
678,VCA Old Trail Animal Hospital,Old Trail,84 Theatre Road,Glen Rock,PA,17327,USA,1-717-235-7887,1-717-236-6423,1-717-235-1263,Patricia Dunn,Gary Lukacs,MA03,MA,US Hospitals
679,VCA Northwest Hills Animal Hospital,Northwest Hills,3426 Greystone Drive,Austin,TX,78731,USA,1-512-345-5067,1-512-345-0106,1-512-345-5068,Amy Johnson-Carney,Lauri Mendelzon,MSW04,MSW,US Hospitals
680,VCA Columbia Animal Hospital at Centre Park,Centre Park,"8895 Centre Park Drive, Suite A",Columbia,MD,21045,USA,1-410-995-9077,1-410-884-0339,1-410-995-9079,Kathryn Brown,,MA03,MA,US Hospitals
681,VCA Columbia Animal Hospital at Hickory Ridge,Hickory Ridge,10788 Hickory Ridge Road,Columbia,MD,21044,USA,1-410-730-2122,1-410-992-9511,1-410-730-0104,Jessica Martin,Nancy Kelso,MA03,MA,US Hospitals
684,VCA Gulf Bay Animal Hospital,Gulf Bay,125 South Belcher Road,Clearwater,FL,33765,USA,1-727-797-5107,1-727-725-4091,1-727-797-5109,Lauri Limbaugh,Kimberly Kempfer,SE07,SE,US Hospitals
686,VCA Wiles Road Animal Hospital,Wiles Road,7460 Wiles Road,Coral Springs,FL,33067,USA,1-954-752-1879,1-954-341-3834,1-954-752-3482,Michelle Sedeno,Paula Engle,SE04,SE,US Hospitals
687,VCA Knightswood Animal Hospital,Knightswood,12121 Knights Road,Philadelphia,PA,19154,USA,1-215-632-2525,1-215-632-0614,,Karen Longo,Deborah Rubin,MA02,MA,US Hospitals
688,VCA Alameda East Veterinary Hospital,Alameda East,9770 East Alameda Avenue,Denver,CO,80247,USA,1-303-366-2639,1-303-344-8150,1-720-975-2826,Scott Duckett,Amber Hopkins,MSWS01,MSW,US Hospitals
691,VCA Apache Animal Hospital,Apache,"1700 S. Highway 92, Ste F-G",Sierra Vista,AZ,85635,USA,1-520-458-0930,1-520-458-0209,,Mary Woolverton,Heather Schobert-Nichols,SW02,SW,US Hospitals
692,VCA Roberts Animal Hospital,Roberts,516 Washington Street,Hanover,MA,02339,USA,1-781-826-2306,1-781-829-9270,,Gerry Jannoni-Martin,Mary Callahan,NES02,NE,US Hospitals
694,VCA All Pets Animal Hospital Salinas,Salinas,1257 East Alisal Street,Salinas,CA,93905,USA,1-831-422-1976,1-831-422-5564,1-831-422-1771,Michele Ng A Qui,Anndrea Fling,NC03,NC,US Hospitals
695,VCA Healthy PAWS Medical Center,Healthy PAWS,14840 Washington Street,Haymarket,VA,20169,USA,1-703-754-4146,1-703-754-4288,1-703-754-3277,Sharyl Mayhew,,MA04,MA,US Hospitals
696,VCA Santa Monica Dog and Cat Hospital,Santa Monica,2010 Broadway,Santa Monica,CA,90404,USA,1-310-453-5459,1-310-829-4308,,August Cook,,SC06,SC,US Hospitals
699,VCA Forestville Animal Hospital,Forestville,5033 Gravenstein Highway North,Sebastopol,CA,95472,USA,1-707-887-2261,1-707-823-9247,1-707-887-2262,Jill Luna,,NC02,NC,US Hospitals
701,VCA Blackstone Valley Animal Hospital,Blackstone Valley,615 Douglas St.,Uxbridge,MA,01569,USA,1-508-278-6581,1-508-278-6585,,Kayla Toomey,,NE01,NE,US Hospitals
702,VCA Boston Road Animal Hospital,Boston Road,1235 Boston Road,Springfield,MA,01119,USA,1-413-783-1203,1-413-782-7909,,Jana Scelia,,NES02,NE,US Hospitals
703,VCA Brookline Animal Hospital,Brookline,678 Brookline Ave,Brookline,MA,02445,USA,1-617-277-2030,1-617-277-5284,,Sarah Kwiatkowski,Scott Groper,NE03,NE,US Hospitals
705,VCA City Cats Hospital,City Cats,665 Massachusetts Ave.,Arlington,MA,02476,USA,1-781-641-3673,1-781-641-3663,,Alexis Bline,,NE01,NE,US Hospitals
706,VCA Hanson Animal Hospital,Hanson,705 Main St.,Hanson,MA,02341,USA,1-781-293-2511,1-781-294-4524,,Becky Yucius,Thomas Finney,NE03,NE,US Hospitals
708,VCA Lancaster Animal Hospital,Lancaster,"456 High St., Ext. Suite A",Lancaster,MA,01523,USA,1-978-368-8363,1-978-365-1745,,Dorothy Tarallo,Layne Handy,NE01,NE,US Hospitals
709,VCA Metro Cat Hospital,Metro Cat,1630 Beacon St.,Brookline,MA,02446,USA,1-617-566-7297,1-617-232-1316,,Tamara Stoner,,NE03,NE,US Hospitals
710,VCA Palmer Animal Hospital,Palmer,1028 Thorndike St.,Palmer,MA,01069,USA,1-413-283-9782,1-413-283-6534,,Tiana Boulrice,Michelle Haroules Cox,NE02,NE,US Hospitals
711,VCA Shaker Road Animal Hospital,Shaker Road,108 Shaker Road,E. Longmeadow,MA,01028,USA,1-413-525-6671,1-413-525-7717,,Melanie Demski,Katherine Dzulinsky,NE02,NE,US Hospitals
712,VCA South Hadley Animal Hospital,South Hadley,511 Newton Street,South Hadley,MA,01075,USA,1-413-539-9868,1-413-533-6304,,Francesca Brennan,William Benner,NE02,NE,US Hospitals
713,VCA Whitman Animal Hospital,Whitman,795 Bedford St.,Whitman,MA,02382,USA,1-781-447-0011,1-781-447-4767,,Michael Lamarque,Markeya Williams,NE03,NE,US Hospitals
714,VCA Animal Healing Center,Animal Healing,1724 Yardley-Langhorne Rd.,Yardley,PA,19067,USA,1-215-493-0621,1-215-493-1964,,Christine Harrigan,Sharon Marx,MA02,MA,US Hospitals
716,VCA East Penn Animal Hospital,East Penn,1020 Chestnut St.,Emmaus,PA,18049,USA,1-610-967-2156,1-610-965-9123,,Kim Wolf,,MA02,MA,US Hospitals
718,VCA Airline Boulevard Animal Hospital,Airline Blvd.,615 Airline Blvd,Portsmouth,VA,23707,USA,1-757-393-1011,1-757-393-1176,,Carley Freeman,Jennifer Hubbard,MA05,MA,US Hospitals
719,VCA Total Care Animal Hospital,Total Care,6506 W. Broad St.,Richmond,VA,23230,USA,1-804-282-4215,1-804-285-7265,,Savannah Datema,Rachel Tolley,MA05,MA,US Hospitals
720,VCA Animal Care Associates,Animal Care/Colonial Heights,2403 Boulevard,Colonial Heights,VA,23834,USA,1-804-520-2273,1-804-526-1766,,Christina Sharpe,Elizabeth Davis,MA05,MA,US Hospitals
721,VCA Boulevard Animal Hospital,Boulevard,12620 Nettles Dr.,Newport News,VA,23606,USA,1-757-874-3200,1-757-930-0813,,Nikki Carroll,Amanda Forgeng,MA05,MA,US Hospitals
724,VCA Pets First Animal Hospital,Pets First,9201 Staples Mill Rd.,Richmond,VA,23228,USA,1-804-672-3576,1-804-672-1154,,Melissa Williams,Jamie Mays,MA05,MA,US Hospitals
726,VCA Animal Hospital of East Hartford,East Hartford,334 Silver Lane,East Hartford,CT,06118,USA,1-860-569-1066,1-860-568-0258,,Michele Daglio,Frank Mcaleer,NE04,NE,US Hospitals
727,VCA Animal Hospital of Vernon,Vernon,155 Talcottville Rd.,Vernon,CT,06066,USA,1-860-872-7351,1-860-872-2131,,Nicole Greene,Donald Aronson,NE04,NE,US Hospitals
728,VCA Baybrook Animal Hospital,Baybrook,56 Quirk Rd.,Milford,CT,06460,USA,1-203-882-8600,1-203-882-9988,,Tori Prisco,Lee Lipsitz,NE04,NE,US Hospitals
729,VCA Cheshire Animal Hospital,Cheshire,1572 S. Main St.,Cheshire,CT,06410,USA,1-203-272-3266,1-203-272-2630,,Katherine Taverna,Deborah Goul,NES02,NE,US Hospitals
730,VCA Darien Animal Hospital,Darien,1302 Post Rd.,Darien,CT,06820,USA,1-203-655-1449,1-203-656-1547,,Greg Wash,Michael Ragan,NE04,NE,US Hospitals
731,VCA Davis Animal Hospital,Davis,2053 West Main St.,Stamford,CT,06902,USA,1-203-327-0300,1-203-327-0779,,Peter Silkowitz,Jason Berkowitz,NE04,NE,US Hospitals
732,VCA Foxon Animal Hospital,Foxon,981 Foxon Rd.,East Haven,CT,06513,USA,1-203-468-2001,1-203-467-2664,,Brian Rachler,,NE04,NE,US Hospitals
733,VCA Shoreline Veterinary Referral and Emergency Center,Shoreline/SREC,895 Bridgeport Ave.,Shelton,CT,06484,USA,1-203-929-8600,1-203-944-9754,,Joanne Watkins,Heather Galano,NES02,NE,US Hospitals
735,VCA Veterinary Referral and Emergency Center,VREC,123 West Cedar St.,Norwalk,CT,06854,USA,1-203-854-9960,1-203-838-5956,,Joanne Watkins,Beth Whitney,NES02,NE,US Hospitals
736,VCA Falcon Village Animal Hospital,Falcon Village,2030 Lawrenceville-Suwanee Rd,Suwanee,GA,30024,USA,1-770-962-8326,1-678-215-5102,1-770-962-6523,Susan Goodman,Todd Nizialek,SE05,SE,US Hospitals
737,VCA North Atlanta Animal Hospital,North Atlanta,"227 Sandy Springs Place, Suite 210",Sandy Springs,GA,30328,USA,1-404-255-9345,1-404-255-9282,,Aleecia Daniels,Paul Smail,SE06,SE,US Hospitals
738,VCA Roswell Animal Hospital,Roswell,1112 Alpharetta St.,Roswell,GA,30075,USA,1-770-993-9031,1-770-564-1591,,Aliya Wilson,Matthew Roper,SE06,SE,US Hospitals
739,VCA Windham Animal Hospital,Windham,19 Noah's Lane,Brattleboro,VT,05301,USA,1-802-254-9412,1-802-254-6556,,Heather Hopkins,Anna Rosenberg,NE02,NE,US Hospitals
742,Madison Animal Hospital,Madison,262 Main St.,Madison,NJ,07940,USA,1-973-377-1515,1-973-377-5216,,Naomi Frei,Gregory Erdman,NE07,NE,US Hospitals
744,VCA Turco Animal Hospital,Turco,3 Ashaway Road,Westerly,RI,02891,USA,1-401-596-8910,1-401-596-1518,,Kristin Peterson,,NE03,NE,US Hospitals
746,VCA Carrollwood Cat Hospital,Carrollwood Cat,13305 Orange Grove Drive,Tampa,FL,33618,USA,1-813-963-6612,1-813-961-2063,1-813-963-6517,Amanda Miller,Kelly Williams,SE07,SE,US Hospitals
747,VCA McClave Animal Hospital,McClave,6950 Reseda Boulevard,Reseda,CA,91335,USA,1-818-881-5102,1-818-881-2831,,Sarah Simpkins,,SC01,SC,US Hospitals
749,VCA Hawthorn Animal Hospital,Hawthorn,203 Route 45,Vernon Hills,IL,60061,USA,1-847-362-0780,1-847-362-0791,,Mary Ksioszk,Michael Marrinan,C06,CE,US Hospitals
754,VCA Mesa Animal Hospital,Mesa/CA,14643 Palmdale Road,Victorville,CA,92392,USA,1-760-245-0109,1-760-245-8654,,Michelle Clagg,Thomas Pierce,SC06,SC,US Hospitals
755,VCA Aacacia Animal Hospital,Aacacia,939 West Sixth Street,Corona,CA,92882,USA,1-951-371-1002,1-951-734-0926,,Kim Dubay,Vinay Dhama,SC06,SC,US Hospitals
756,VCA Countryside Animal Hospital,Countryside/Houston,2211 FM 1960 East,Houston,TX,77073,USA,1-281-443-7297,1-281-443-3628,1-281-443-3647,Edna Lopez Henry,Marlo Washington,MSW03,MSW,US Hospitals
757,VCA Annandale Animal Hospital,Annandale,7405 Little River Turnpike,Annandale,VA,22003,USA,1-703-941-3100,1-703-941-8426,,Alexandra Kenney,Andrea Paradise,MA04,MA,US Hospitals
758,VCA Mountainview Animal Hospital & Pet Lodge,Mountainview,5790 East County Line Place,Highlands Ranch,CO,80126,USA,1-303-850-9789,1-303-694-2352,,Richard Kerr,Jeffrey Longley,MSW01,MSW,US Hospitals
759,Animal Diagnostic Clinic,Diagnostic/Dallas,"4444 Trinity Mills Rd., Suite 202",Dallas,TX,75287,USA,1-972-267-8300,1-972-267-8301,,Daniel Shugrue,Kelly Nitsche,SCS04,SC,US Hospitals
760,Animal Diagnostic Clinic,Diagnostic/Plano,10225 Custer Rd.,Plano,TX,75025,USA,1-214-667-2244,1-214-667-2250,,Daniel Shugrue,Douglas Bronstad,SCS04,SC,US Hospitals
762,VCA Abbott Animal Hospital,Abbott,21 East Mountain Street,Worcester,MA,01606,USA,1-508-853-3350,1-508-853-2408,1-508-852-3926,Anissa Miller,Beth O'Brien,NE01,NE,US Hospitals
763,VCA Wrightsville Beach Animal Hospital,Wrightsville,6324 Oleander Drive,Wilmington,NC,28403,USA,1-910-397-7770,1-910-397-2769,1-866-781-7255,Amy Crooks Parker,Leigh Crawford,SE01,SE,US Hospitals
764,VCA Gateway Animal Hospital,Gateway/CA,2006 Barney Road,Anderson,CA,96007,USA,1-530-365-4521,1-530-378-2963,1-530-365-5203,Jeanette Frost,,NC04,NC,US Hospitals
765,VCA Noah's Ark Animal Hospital,Noah's Ark,160 North Fairview Avenue,Goleta,CA,93117,USA,1-805-683-7788,1-805-683-1638,1-805-683-3566,Camilla Carlsson,Anne Sostrin,SC01,SC,US Hospitals
766,VCA San Martin Animal Hospital,San Martin,12955 Monterey Road,San Martin,CA,95046,USA,1-408-683-4777,1-408-683-4329,1-408-683-0642,Noel Salazar,,NC03,NC,US Hospitals
767,VCA Cromwell Animal Hospital,Cromwell,547 Main Street,Cromwell,CT,06416,USA,1-860-635-1979,1-860-635-4353,1-860-635-7632,Sandy Gonyea,Geoffrey Frattini,NE04,NE,US Hospitals
768,Nassau-Suffolk Animal Hospital,Nassau-Suffolk,27 Conklin Street,Farmingdale,NY,11735,USA,1-516-694-5930,1-516-694-5939,,Kathleen Mcnally,Jennifer Salerno,NE05,NE,US Hospitals
770,VCA Peninsula Animal Hospital,Peninsula,3767 Voltaire Street,San Diego,CA,92107,USA,1-619-223-7145,1-619-223-2897,1-619-223-7146,Tammy Mc Cleskey,Hans Ewertz,SW08,SW,US Hospitals
771,VCA Cloud Animal Hospital,Cloud,2738 Highway K,O'Fallon,MO,63368,USA,1-636-240-8777,1-636-379-0412,,Lynette Benenati,Kelly Hogan,C06,CE,US Hospitals
774,VCA Woodford Animal Hospital,Woodford,1325 Lexington Road,Versailles,KY,40383,USA,1-859-873-5181,1-859-873-1827,,Danny England,Dale Eckert,C07,CE,US Hospitals
775,VCA Dunmore Animal Hospital,Dunmore,1317 East Drinker Street,Dunmore,PA,18512,USA,1-570-344-7651,1-570-504-4003,1-570-344-5152,Varsha Tailor,Ramsibhai Chaudhari,MA02,MA,US Hospitals
776,VCA Boca Greens Animal Hospital,Boca Greens,19357 State Road 7,Boca Raton,FL,33498,USA,1-561-482-6308,1-561-482-2745,,Christina Gehalo,Christine Fellacher,SE04,SE,US Hospitals
780,VCA Little Animal Hospital,Little Animal,11014 Little Road,New Port Richey,FL,34654,USA,1-727-819-3740,1-727-863-4880,,Soadie Dones,Jerry Greene,SE07,SE,US Hospitals
782,VCA Pets Are People Too Veterinary Hospital,PAPT/Ansley,1510 Piedmont Avenue,Atlanta,GA,30324,USA,1-404-875-7387,1-404-875-1455,,Mary Ann Miller,,SE05,SE,US Hospitals
783,VCA Lakes Region Veterinary Hospital,Lakes Region,1266 Union Avenue,Laconia,NH,03246,USA,1-603-524-8387,1-603-524-5839,1-603-524-4446,Lisa Dockham,,NE02,NE,US Hospitals
784,VCA Laconia Animal Hospital,Laconia,3 Maple Street,Gilford,NH,03249,USA,1-603-524-0404,1-603-524-5672,1-603-524-0409,Cara Tilton,,NE02,NE,US Hospitals
785,VCA Advanced Veterinary Care Center,AVCC/IN,7712 Crosspoint Commons,Fishers,IN,46038,USA,1-317-578-4100,1-317-576-8052,,Anita Horne,Johnny Cross,CS04,CE,US Hospitals
788,VCA Pets Are People Too Veterinary Hospital,PAPT/Dunwoody,4280 North Peachtree Rd.,Chamblee,GA,30341,USA,1-770-452-1001,1-770-457-6243,,Stacey Knight,,SE05,SE,US Hospitals
